报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2016-09-30,34.09亿,-24.84%,38.22亿,-15.25%,221.40亿,-9.23%,0.5024,4.14,0.95,2.07,2.08,30.59%,52.83%,12.33%,12.14%,62.38,11.54,23.40,38.98,0.39,0.33,0.33,5.14,72.64%
2016-06-30,14.86亿,-39.33%,20.30亿,-16.38%,131.39亿,-11.98%,0.2190,3.85,0.95,1.78,1.14,24.60%,50.64%,5.44%,5.69%,64.76,7.67,23.47,41.30,0.31,0.26,0.26,5.47,74.21%
2016-03-31,12.41亿,1.23%,12.40亿,1.27%,69.00亿,-9.21%,0.1829,4.10,0.95,2.03,0.56,33.46%,54.03%,4.56%,4.46%,64.30,3.77,23.90,40.40,0.32,0.25,0.25,4.80,71.26%
2015-12-31,54.28亿,-3.08%,56.04亿,3.23%,312.80亿,-5.09%,0.7998,3.92,0.95,1.84,3.37,32.30%,52.21%,21.84%,20.42%,54.14,15.44,23.32,30.81,0.33,0.26,0.26,4.97,72.00%
2015-09-30,45.36亿,-2.27%,45.10亿,1.03%,243.90亿,-4.47%,0.6684,3.78,0.95,1.76,2.47,34.64%,54.17%,18.36%,17.67%,62.36,11.34,23.80,38.55,0.54,0.40,0.40,5.08,73.00%
2015-06-30,24.50亿,21.54%,24.27亿,34.73%,149.26亿,2.08%,0.3610,3.48,0.95,1.45,1.43,30.51%,51.49%,10.07%,10.39%,64.61,7.16,25.15,39.46,0.50,0.36,0.36,5.58,75.24%
2015-03-31,12.26亿,45.51%,12.24亿,46.27%,76.00亿,2.66%,0.1807,3.59,0.95,1.56,0.71,30.14%,52.07%,5.17%,5.04%,64.04,3.49,25.78,38.26,0.52,0.43,0.43,5.26,73.50%
2014-12-31,56.00亿,69.42%,54.28亿,65.60%,329.57亿,16.30%,0.8252,3.41,0.95,1.38,3.16,30.83%,50.72%,26.91%,24.21%,56.86,15.74,22.86,34.00,0.46,0.39,0.39,5.62,75.25%
2014-09-30,46.42亿,88.72%,44.64亿,82.69%,255.32亿,24.94%,0.6840,3.27,0.95,1.26,2.30,32.90%,52.28%,22.66%,20.94%,63.12,12.40,21.78,41.34,0.60,0.50,0.50,6.01,76.79%
2014-06-30,20.16亿,75.24%,18.01亿,58.33%,146.22亿,20.16%,0.2971,2.87,0.94,0.87,1.13,23.48%,44.62%,10.36%,10.35%,62.94,8.68,20.73,42.21,0.54,0.44,0.44,6.64,78.93%
2014-03-31,8.43亿,79.02%,8.37亿,79.13%,74.03亿,22.96%,0.1242,2.84,0.94,0.84,0.55,20.37%,43.79%,4.46%,4.37%,63.58,4.15,21.68,41.91,0.61,0.47,0.47,6.64,78.43%
2013-12-31,33.05亿,213.61%,32.78亿,243.63%,283.39亿,18.74%,0.5265,2.72,0.94,0.72,2.24,20.74%,40.51%,21.30%,17.91%,64.51,15.19,23.70,40.81,0.42,0.32,0.32,6.82,78.86%
2013-09-30,24.60亿,259.71%,24.43亿,303.36%,204.35亿,14.39%,0.4027,2.60,0.94,0.61,1.55,21.31%,39.84%,16.77%,13.96%,70.88,10.93,24.71,46.18,0.50,0.38,0.38,7.03,79.15%
2013-06-30,11.50亿,1016.55%,11.38亿,13068.73%,121.69亿,2.45%,0.1978,2.39,0.91,0.43,0.92,16.92%,35.85%,8.66%,7.40%,72.93,6.82,26.40,46.53,0.41,0.30,0.30,7.91,80.85%
2013-03-31,4.71亿,2522.07%,4.67亿,734.67%,60.21亿,3.61%,0.0829,3.61,1.84,0.69,0.81,14.14%,32.20%,3.72%,3.64%,72.91,3.28,27.41,45.51,0.45,0.34,0.34,9.62,82.45%
2012-12-31,10.54亿,217.16%,9.54亿,368.71%,238.67亿,1.27%,0.1872,3.49,1.84,0.57,2.44,8.45%,25.29%,8.62%,8.58%,65.44,14.95,24.08,41.36,0.41,0.32,0.32,9.80,82.54%
2012-09-30,6.84亿,86.09%,6.06亿,87.48%,178.64亿,2.43%,0.1215,3.40,1.85,0.46,1.83,7.56%,23.51%,5.59%,5.72%,58.89,12.96,20.84,38.05,0.49,0.30,0.30,9.28,81.58%
2012-06-30,1.03亿,-15.32%,863.95万,-92.58%,118.77亿,13.72%,0.0183,3.26,1.88,0.30,0.97,1.13%,16.74%,0.17%,0.17%,63.17,8.12,22.16,41.02,0.51,0.34,0.34,9.30,81.96%
2012-03-31,-1943.40万,-360.79%,-7360.43万,-1560.94%,57.63亿,22.29%,-0.0055,4.87,3.31,0.43,0.69,-1.47%,13.17%,-0.57%,-0.57%,61.22,4.03,22.36,38.86,0.41,0.25,0.25,8.91,82.43%
2011-12-31,3.32亿,-34.12%,2.04亿,-57.35%,235.69亿,24.20%,0.1094,4.89,3.31,0.46,2.29,3.10%,17.05%,2.79%,2.26%,57.67,16.92,21.28,36.39,0.49,0.33,0.33,8.64,82.01%
2011-09-30,3.67亿,-19.36%,3.23亿,-25.36%,174.41亿,25.60%,0.1228,4.76,3.03,0.59,2.24,4.54%,18.74%,3.61%,3.51%,60.59,12.83,21.05,39.54,0.39,0.24,0.24,9.92,82.52%
2011-06-30,1.22亿,2.84%,1.16亿,15.23%,96.08亿,26.75%,0.0407,4.68,3.03,0.51,1.38,2.60%,17.08%,1.34%,1.30%,60.70,8.53,21.09,39.60,0.46,0.27,0.27,9.83,83.01%
2011-03-31,745.20万,-76.31%,503.81万,-86.62%,42.96亿,15.57%,0.0037,4.62,3.02,0.46,0.93,0.79%,16.72%,0.08%,0.08%,64.25,3.70,24.33,39.92,0.50,0.30,0.30,9.81,84.45%
2010-12-31,5.04亿,-5.07%,4.77亿,73.82%,174.75亿,33.82%,0.2528,4.41,2.83,0.44,2.53,6.67%,22.87%,5.21%,5.62%,66.78,15.41,23.36,43.42,0.32,0.17,0.17,9.60,84.01%
2010-09-30,4.56亿,41.34%,4.33亿,148.31%,126.76亿,45.07%,0.2284,4.39,2.83,0.42,1.78,7.50%,23.13%,5.09%,5.08%,70.31,11.02,24.50,45.81,0.42,0.19,0.19,9.16,83.46%
2010-06-30,1.18亿,413.34%,1.01亿,8.90%,75.80亿,48.10%,0.0593,4.30,2.83,0.34,1.02,3.21%,18.70%,1.26%,1.27%,67.82,7.81,23.04,44.78,0.41,0.19,0.19,8.97,83.28%
2010-03-31,3145.41万,27.93%,3764.36万,-8.82%,37.17亿,57.07%,0.0158,4.26,2.82,0.30,0.68,2.50%,17.66%,0.43%,0.45%,64.66,4.23,21.28,43.38,0.36,0.17,0.17,8.72,82.77%
2009-12-31,5.31亿,-19.31%,2.75亿,136.46%,119.17亿,8.48%,0.2663,4.63,3.21,0.28,2.53,8.47%,28.10%,5.76%,5.75%,63.33,13.54,26.59,36.74,0.36,0.23,0.23,7.79,81.49%
2009-09-30,3.22亿,119.44%,1.74亿,19.06%,79.87亿,-8.99%,0.1616,3.77,2.28,0.27,1.45,5.59%,17.97%,0.0000%,4.52%,78.00,7.78,34.72,43.28,0.73,0.53,0.53,3.13,68.25%
2009-06-30,-3776.01万,-130.33%,9279.13万,-25.21%,46.87亿,-7.05%,-0.0189,3.69,2.28,0.19,1.10,4.52%,17.25%,2.35%,2.48%,77.15,5.23,34.45,42.70,0.79,0.59,0.59,3.15,68.07%
2009-03-31,2458.61万,-66.47%,4128.69万,-43.57%,22.76亿,-13.36%,0.0123,3.95,2.27,0.44,0.55,3.61%,16.47%,0.0000%,1.03%,79.94,2.43,37.04,42.90,0.80,0.64,0.64,2.98,67.07%
2008-12-31,6.58亿,19.20%,1.16亿,-78.83%,109.86亿,-1.04%,0.3301,3.90,2.27,0.40,1.58,2.55%,16.62%,3.01%,3.01%,70.19,12.35,29.14,41.05,0.69,0.47,0.47,2.97,67.01%
2008-09-30,1.47亿,-66.00%,1.46亿,-66.08%,51.21亿,4.89%,0.1393,3.94,2.27,0.48,1.11,3.59%,15.86%,0.0000%,3.54%,69.31,11.45,23.59,45.73,0.74,0.54,0.54,3.04,67.31%
2008-06-30,1.24亿,-59.37%,1.24亿,-59.35%,34.42亿,0.48%,0.1180,3.92,2.27,0.46,0.80,4.95%,16.55%,2.98%,3.01%,63.16,8.09,22.25,40.91,0.72,0.51,0.51,3.00,66.96%
2008-03-31,7331.83万,-51.62%,7316.00万,-50.82%,17.89亿,4.88%,0.0700,3.99,2.27,0.53,0.41,5.56%,15.75%,False,1.74%,59.17,5.89,15.29,43.87,0.78,0.65,0.65,2.82,64.96%
2007-12-31,5.52亿,24.76%,5.48亿,32.39%,66.49亿,7.02%,0.6322,3.97,2.33,0.46,2.30,13.83%,25.50%,18.67%,13.19%,60.59,21.47,16.77,43.82,0.75,0.65,0.65,2.78,64.40%
2007-09-30,4.32亿,49.55%,4.32亿,51.52%,48.82亿,10.62%,0.5232,3.91,2.35,0.40,1.93,15.27%,26.23%,False,10.54%,59.06,15.04,17.95,41.11,0.91,0.76,0.76,2.75,64.39%
2007-06-30,3.06亿,71.64%,3.05亿,74.30%,34.26亿,21.32%,0.3766,3.29,1.72,0.37,1.83,16.55%,26.97%,11.46%,11.48%,55.55,13.24,13.59,41.95,0.51,0.39,0.39,4.59,72.54%
2007-03-31,1.52亿,105.64%,1.49亿,104.27%,17.05亿,128.08%,0.1860,3.30,1.72,0.37,0.78,16.87%,27.31%,False,5.65%,61.04,5.80,15.53,45.51,0.55,0.44,0.44,4.64,72.41%
2006-12-31,4.43亿,16.66%,4.14亿,6.99%,62.13亿,103.24%,0.7978,3.85,1.72,0.19,1.89,15.50%,25.98%,19.32%,13.13%,45.54,26.80,13.43,32.10,0.43,0.33,0.33,4.83,73.04%
2006-09-30,2.89亿,-10.91%,2.85亿,-12.62%,44.13亿,5.39%,0.4540,3.71,1.72,0.75,2.14,20.85%,30.59%,False,9.42%,65.44,14.29,18.89,46.55,1.23,0.37,0.61,2.31,61.97%
2006-06-30,1.79亿,-12.07%,1.75亿,-13.80%,28.24亿,3.18%,0.3167,2.62,0.39,0.89,1.99,20.37%,30.86%,11.94%,11.89%,64.35,9.09,19.80,44.54,0.48,0.33,0.55,4.52,70.80%
2006-03-31,7370.23万,-32.53%,7282.23万,-33.37%,7.48亿,-5.01%,0.1310,2.43,0.39,0.70,0.55,16.65%,28.13%,False,5.30%,64.75,4.71,19.11,45.64,0.46,0.34,0.51,4.98,73.32%
2005-12-31,3.80亿,15.55%,3.87亿,14.92%,30.57亿,28.55%,0.6700,2.45,0.39,0.72,2.46,21.60%,32.45%,25.72%,27.52%,63.08,18.81,19.14,43.94,0.39,0.31,0.48,4.71,72.15%
2005-09-30,3.24亿,35.06%,3.26亿,34.07%,23.09亿,37.81%,False,2.87,0.39,1.18,2.02,24.90%,35.43%,False,20.07%,73.11,11.60,23.29,49.83,0.55,0.45,0.69,4.06,69.89%
2005-06-30,2.03亿,20.18%,2.03亿,20.91%,15.17亿,43.87%,0.3600,2.65,0.39,0.97,1.39,24.83%,36.16%,14.20%,13.58%,75.43,8.19,21.99,53.44,0.47,0.41,0.64,4.46,71.71%
2005-03-31,1.09亿,57.87%,1.09亿,57.96%,7.87亿,139.20%,False,2.58,0.39,0.95,0.74,26.54%,37.84%,False,7.50%,75.17,4.28,21.02,54.15,0.66,0.54,0.79,4.63,72.25%
2004-12-31,3.28亿,52.91%,3.37亿,47.30%,23.78亿,72.73%,0.5830,2.39,0.39,0.76,1.99,24.24%,35.97%,27.51%,24.38%,71.23,22.12,16.27,54.96,0.47,0.42,0.60,4.90,73.29%
2004-09-30,2.40亿,68.18%,2.43亿,56.42%,16.75亿,65.14%,False,2.25,0.39,0.71,1.90,25.18%,36.42%,False,18.91%,74.74,23.94,11.28,63.46,0.76,0.70,0.95,5.42,75.15%
2004-06-30,1.69亿,90.40%,1.68亿,65.77%,10.55亿,56.88%,0.6000,4.26,1.78,1.16,1.32,28.76%,39.27%,15.16%,14.09%,115.94,11.74,15.33,100.61,0.72,0.67,1.09,5.90,76.22%
2004-03-31,6919.13万,46.43%,6918.98万,False,3.29亿,-16.24%,False,3.90,1.78,0.81,0.64,34.24%,38.28%,False,6.30%,107.52,6.18,14.57,92.95,0.99,0.59,0.98,3.02,66.36%
2003-12-31,2.15亿,730.10%,2.29亿,1945.19%,13.77亿,-45.73%,False,3.65,1.78,0.56,2.82,26.06%,38.30%,22.18%,19.96%,122.62,34.78,10.35,112.27,0.72,0.63,1.08,2.89,64.62%
2003-09-30,1.43亿,261.90%,1.55亿,348.60%,10.15亿,-53.96%,False,3.43,1.78,0.49,2.74,22.99%,33.35%,False,14.77%,122.28,29.41,9.18,113.10,1.14,0.98,1.55,3.08,65.72%
2003-06-30,8872.18万,233.70%,1.01亿,252.76%,6.72亿,-50.85%,0.3150,3.24,1.78,0.30,2.03,21.79%,33.22%,10.22%,9.72%,131.76,18.64,9.66,122.11,0.85,0.81,1.30,3.32,67.35%
2003-03-31,4725.37万,229.78%,False,False,3.93亿,-35.75%,False,3.09,1.80,-0.12,0.60,19.47%,28.78%,False,5.42%,137.69,12.61,7.14,130.55,1.04,1.00,1.74,3.88,70.56%
2002-12-31,-3409.13万,13.97%,-1239.75万,75.42%,25.36亿,33.04%,False,2.93,1.80,-0.28,0.82,-0.02%,10.17%,False,-4.14%,51.59,87.00,4.14,47.45,0.75,0.73,1.27,4.02,70.64%
2002-09-30,-8818.46万,False,-6252.26万,False,22.04亿,False,False,2.74,1.80,-0.45,False,-4.00%,5.69%,False,-11.42%,21.05,64.04,4.22,16.84,5.74,4.73,8.59,0.04,4.20%
2002-06-30,-6636.08万,-4394.12%,-6636.08万,-3219.77%,13.68亿,111.69%,-0.2360,2.82,1.80,-0.38,-0.06,-4.85%,5.02%,-8.02%,-8.35%,29.37,22.84,7.88,21.49,2.34,1.65,3.17,0.15,13.17%
2002-03-31,-3641.15万,False,False,False,6.12亿,False,False,2.93,1.80,-0.27,False,-5.95%,3.80%,False,-4.42%,27.10,14.22,6.33,20.77,3.66,2.51,4.62,0.08,7.36%
2001-12-31,-3962.84万,-768.98%,-5043.37万,-951.39%,19.06亿,2.55%,-0.1410,3.06,1.80,-0.14,-0.14,-2.08%,6.08%,-4.50%,-4.60%,36.02,39.69,9.07,26.95,4.85,3.55,6.41,0.06,5.49%
2001-06-30,-147.66万,94.28%,-199.90万,94.19%,6.46亿,17.56%,-0.0050,3.38,1.80,0.04,-0.16,-0.23%,9.02%,-0.16%,-0.16%,107.42,3.26,55.28,52.14,1.70,0.75,1.34,0.34,25.12%
2000-12-31,592.37万,109.86%,592.37万,111.51%,18.59亿,41.48%,0.0210,3.39,1.80,0.05,0.70,0.32%,9.27%,0.62%,0.62%,10.39,34.66,10.39,False,1.97,1.69,1.70,0.22,18.27%
2000-06-30,-2583.27万,62.22%,-3442.67万,False,5.50亿,-2.95%,False,3.28,1.80,-0.06,0.43,-6.26%,2.13%,False,-3.73%,16.05,11.21,16.05,False,1.28,1.04,1.00,0.25,20.21%
1999-12-31,-6005.68万,-194.14%,-5146.29万,False,13.14亿,7.86%,-0.1830,3.40,1.80,0.06,0.27,-3.91%,3.98%,False,-5.37%,14.87,24.21,14.87,False,1.17,1.04,1.02,0.30,23.08%
1999-06-30,-6838.21万,-169.12%,False,False,5.66亿,-16.71%,False,2.20,1.80,-0.06,False,-12.07%,-4.75%,False,-7.60%,31.06,5.79,31.06,False,1.14,0.72,0.72,0.37,27.20%
1998-12-31,6379.38万,-56.10%,False,False,12.19亿,-10.75%,False,3.61,1.80,0.27,-0.25,5.88%,20.01%,False,7.04%,51.54,24.36,14.78,36.76,1.42,1.13,1.16,0.25,20.12%
1998-06-30,9893.59万,57.31%,False,False,6.80亿,6.91%,False,2.10,0.0100,0.51,False,14.55%,30.91%,False,19.26%,43.33,11.89,15.14,28.19,1.04,0.80,0.76,0.53,34.61%
1997-12-31,1.45亿,18.28%,False,False,13.66亿,122.55%,False,3.39,0.02,1.21,False,10.64%,13.26%,False,35.03%,10.14,141.24,2.55,7.59,0.53,0.36,0.36,0.41,29.31%
1997-06-30,6289.38万,59.04%,False,False,6.36亿,332.80%,False,2.71,0.02,0.96,False,9.89%,False,False,18.95%,False,False,False,False,1.72,1.72,0.0000,0.53,34.48%
1996-12-31,1.23亿,78.35%,False,False,6.14亿,187.90%,False,2.20,0.02,0.44,False,20.02%,26.85%,False,45.60%,7.86,129.44,2.78,5.08,0.79,0.76,0.75,0.79,44.25%
1996-06-30,3954.50万,False,False,False,1.47亿,False,False,2.13,0.23,0.57,False,26.91%,False,False,21.13%,False,False,False,False,0.27,0.27,0.0000,1.07,51.74%
1995-12-31,6888.53万,81.94%,False,False,2.13亿,67.29%,False,2.01,0.35,0.18,False,32.32%,49.66%,False,58.69%,9.47,45.48,7.92,1.55,0.30,0.26,0.22,1.68,62.75%
1994-12-31,3786.26万,False,False,False,1.27亿,False,False,1.63,0.56,1.08,False,29.72%,46.31%,False,39.79%,7.73,77.39,4.65,3.07,3.14,3.10,3.14,0.21,17.65%
